,PRBodySize,CommitSize,No_of_Files_Changed,socialDistance,No_of_Comments,timeSpentOnPR,repositoryAge,No_of_collaborators,No_of_Stars,No_of_Watchers,No_of_OpenIssues,No_of_followers_Submitter,submitterStatus,pullrequestDecision
6502,109,10,2,0,0,8,1280,30,298,298,37,16,0,1
6503,227,80,1,0,1,25,119,1,45,45,4,30,0,0
6504,42,6,1,0,0,8,1280,30,298,298,36,-1,0,1
6505,206,0,6,0,0,0,308,30,74,74,11,30,1,1
6506,42,4,1,0,7,8,1280,30,298,298,35,-1,0,1
6507,0,429,4,0,1,0,867,23,13,13,5,30,1,1
6508,0,11,3,0,0,0,658,30,2401,2401,134,21,1,1
6509,35,4,1,0,1,8,1280,30,298,298,34,-1,0,0
6510,26,3,1,0,0,56,96,9,62,62,11,30,1,1
6511,23,10,2,0,1,0,210,24,466,466,34,30,1,1
6512,80,2,1,0,0,8,1280,30,298,298,33,-1,0,1
6513,267,25,3,0,2,13,490,30,204,204,15,17,0,1
6514,0,2,1,0,1,0,1120,30,5738,5738,89,30,1,1
6515,219,466,11,0,26,13,719,30,703,703,25,30,1,1
6516,0,14,1,0,2,8,1280,30,298,298,32,30,1,1
6517,245,4,1,0,1,25,118,1,45,45,3,2,0,0
6518,278,231,5,0,7,29,930,30,601,601,32,4,1,1
6519,1230,3,1,0,5,0,558,30,751,751,6,19,1,1
6520,0,2,1,0,1,0,139,13,18,18,8,30,1,1
6521,494,264,5,0,0,8,1280,30,298,298,31,23,1,1
6522,1158,32,2,0,1,28,437,30,38,38,6,0,1,0
6523,0,3,2,0,1,0,811,30,1276,1276,23,11,1,1
6524,131,6,2,0,0,0,308,30,74,74,10,30,1,1
6525,1180,30,5,0,0,28,437,26,63,63,21,0,1,1
6526,429,8,1,0,4,13,98,30,34,34,212,16,1,1
6527,10,8,2,0,0,0,634,12,95,95,0,30,1,1
6528,71,3,1,0,2,25,127,9,62,62,10,0,0,0
6529,487,1441,13,0,1,0,1668,30,1967,1967,214,0,0,0
6530,43,13,1,0,1,28,124,9,62,62,9,-1,0,0
6531,260,409,14,0,6,12,99,30,34,34,211,16,1,1
6532,28,504,18,0,0,0,69,30,883,883,54,30,1,1
6533,132,9,1,0,1,14,138,9,62,62,8,2,0,0
6534,0,21,5,0,5,0,314,30,2481,2481,287,30,1,0
6535,25,55,12,0,0,8,1280,30,298,298,30,23,1,1
6536,98,1,1,0,0,0,317,5,13,13,8,20,1,1
6537,35,2,1,0,0,7,1281,30,298,298,29,23,1,1
6538,1457,296,4,0,6,49,125,17,32,32,12,30,0,0
6539,0,50,2,0,0,0,1650,30,526,526,66,30,1,1
6540,1022,6,2,0,0,0,906,5,1130,1130,31,15,1,1
6541,670,3,1,0,1,5,106,19,39,39,27,21,0,1
6542,823,101,4,0,0,0,1574,30,2875,2875,51,30,0,1
6543,55,21,1,0,3,7,71,1,6,6,5,5,0,0
6544,595,101,4,0,27,30,1543,30,2875,2875,50,30,0,0
6545,794,2,1,0,0,0,906,5,1130,1130,30,15,1,1
6546,125,38,7,0,2,0,1120,30,5738,5738,88,26,0,0
6547,10,2,1,0,2,6,105,19,39,39,25,30,1,1
6548,549,3,2,0,0,0,308,30,74,74,10,30,1,1
6549,12,30,2,0,0,18,1230,30,3610,3610,12,30,1,1
6550,197,18,1,0,2,0,206,30,73,73,210,4,1,1
6551,473,32,1,0,8,73,1174,30,1315,1315,423,26,0,0
6552,55,23,2,0,4,0,107,30,19,19,14,14,0,1
6553,167,13,1,0,1,6,145,9,62,62,7,24,0,0
6554,333,26,1,0,6,17,252,30,5,5,5,30,1,1
6555,0,1410,24,0,0,0,217,-1,42,42,7,30,0,1
6556,0,14,1,0,0,0,238,-1,157,157,0,30,0,1
6557,76,75,2,0,0,0,1288,30,298,298,28,1,1,1
6558,93,797,12,0,30,9,1441,30,334,334,33,30,1,1
6559,0,366,3,0,1,7,145,9,62,62,6,18,0,0
6560,42,9,2,0,1,0,265,-1,31,31,115,30,0,1
6561,10,24,1,0,8,0,548,30,5137,5137,92,30,1,1
6562,487,2853,42,0,7,5,1064,30,1911,1911,54,30,1,1
6563,86,3,1,0,3,0,694,30,581,581,3,0,0,1
6564,32,866,27,0,0,0,704,23,48,48,26,6,1,1
6565,0,56,3,0,0,0,2,4,0,0,9,14,1,1
6566,85,33,1,0,0,4,106,12,755,755,18,-1,0,1
6567,85,48,1,0,0,230,926,18,397,397,28,24,1,1
6568,0,4,1,0,0,0,1415,30,4519,4519,2042,30,0,1
6569,47,498,4,0,9,13,1628,30,1283,1283,27,3,0,1
6570,0,2,1,0,6,0,1641,30,1283,1283,25,30,1,1
6571,112,287,10,0,6,0,1641,30,1283,1283,25,17,0,1
6572,211,4,1,0,2,0,234,30,1826,1826,66,29,0,0
6573,38,4,2,0,0,0,139,10,4,4,10,-1,0,1
6574,103,2,1,0,1,8,144,9,62,62,5,30,1,0
6575,1790,1395,15,0,0,0,427,30,2574,2574,115,30,1,1
6576,8,4,1,0,1,5,105,12,755,755,17,-1,0,1
6577,40,8,2,0,4,6,105,19,39,39,25,21,0,1
6578,144,8,5,0,0,0,193,7,10,10,13,30,1,1
6579,24,2,1,0,0,0,1120,30,5738,5738,88,30,1,1
6580,13,43,8,0,7,37,899,30,211,211,144,21,1,1
6581,84,12,1,0,1,21,1553,30,1656,1656,777,3,0,0
6582,61,1,1,0,1,0,538,13,16,16,3,30,1,1
6583,739,349479,386,0,2,14,571,4,10,10,10,30,1,1
6584,190,6,1,0,2,0,658,11,32,32,5,30,0,0
6585,899,6,2,-1,4,0,780,30,251,251,344,0,1,1
6586,117,67,3,0,12,18,1327,30,3470,3470,5,30,1,1
6587,81,2,1,0,0,0,1036,30,5673,5673,227,30,1,1
6588,435,65,3,0,4,0,84,30,1645,1645,7,30,1,1
6589,142,194,4,0,4,0,1615,30,2723,2723,69,30,1,1
6590,87,2,1,0,2,0,676,30,133,133,14,19,1,1
6591,144,2,2,0,1,0,676,30,77,77,30,30,1,1
6592,0,21,2,0,12,5,309,30,2481,2481,286,30,1,0
6593,476,6,1,0,2,1,874,30,29,29,8,30,1,1
6594,0,7,1,0,0,0,922,17,11,11,10,6,0,1
6595,25,2576,68,0,0,0,704,23,48,48,25,6,1,1
6596,93,5,3,0,0,3,1429,6,13,13,7,30,0,1
6597,308,2,1,0,4,199,460,30,182,182,12,0,0,1
6598,418,78,3,0,1,0,2184,30,216,216,55,29,1,1
6599,66,4,1,0,1,16,1205,30,1071,1071,93,6,0,1
6600,0,578,24,0,2,0,557,30,301,301,18,17,1,1
6601,25,2,1,0,2,0,1452,30,364,364,12,0,0,1
6602,0,4,1,0,0,0,1578,30,1142,1142,36,-1,0,1
6603,84,525,2,0,4,13,193,30,3,3,3,4,0,1
6604,15,1947,48,0,0,0,704,23,48,48,24,6,1,1
6605,238,26,4,0,0,0,110,10,5,5,9,24,1,1
6606,72,1386,15,0,0,0,98,3,3,3,7,30,1,1
6607,175,2,1,0,0,0,591,30,12893,12893,477,25,0,1
6608,0,174,2,0,0,0,1183,16,9,9,12,30,1,1
6609,407,3,2,0,9,25,1223,30,3610,3610,9,30,1,0
6610,279,13,3,0,7,5,585,30,12893,12893,476,30,0,1
6611,1003,602,666,0,2,0,179,30,57,57,12,27,1,1
6612,0,17,2,0,0,0,110,12,755,755,16,-1,0,1
6613,6,48,1,0,2,0,2006,30,40,40,40,12,1,1
6614,169,268,1,0,2,101,1680,6,13,13,7,30,1,1
6615,43,27,2,0,1,0,210,24,466,466,33,30,1,1
6616,290,267,11,0,5,6,252,30,14,14,2,30,1,1
6617,769,24,2,0,17,244,865,30,427,427,24,0,0,0
6618,402,419,6,0,1,34,911,23,72,72,5,0,0,0
6619,181,69,3,0,5,41,1603,30,5868,5868,372,30,1,1
6620,0,325,6,0,5,55,890,23,72,72,4,0,0,0
6621,0,22,3,0,0,5,1162,30,443,443,101,30,1,1
6622,12,42,1,0,3,0,717,30,18136,18136,1010,30,1,1
6623,142,46,1,0,7,7,710,30,18136,18136,1010,2,0,0
6624,530,1,1,0,0,35,548,30,1377,1377,177,30,0,1
6625,0,2,1,0,0,0,387,15,8,8,90,30,1,1
6626,0,650,301,0,0,0,107,30,19,19,14,6,1,1
6627,96,6,2,0,0,0,335,30,79,79,122,30,1,1
6628,0,946,4,0,3,5,1297,30,263,263,15,-1,0,1
6629,85,436,1,0,2,2,260,30,1245,1245,48,20,1,1
6630,988,176,6,0,7,16,1579,30,3825,3825,1263,30,1,1
6631,0,2,1,0,1,0,1302,30,263,263,14,0,0,0
6632,46,8,1,0,1,0,709,30,2767,2767,280,-1,0,1
6633,22,51,3,0,12,23,1572,30,3825,3825,1262,30,0,1
6634,17,19,3,0,0,0,956,30,12,12,35,30,1,1
6635,216,314,17,0,2,3,672,30,83,83,32,30,1,1
6636,11,116,8,0,0,0,633,30,4949,4949,95,30,1,1
6637,115,167,42,0,2,0,1810,30,8330,8330,297,30,1,1
6638,92,29,3,0,15,30,1565,30,3825,3825,1260,5,0,0
6639,107,335,8,0,16,5,320,30,65,65,400,5,0,1
6640,11,77,3,0,6,6,577,30,1377,1377,175,30,1,1
6641,66,34,1,0,0,47,1829,30,173,173,12,6,0,1
6642,11,780,24,0,0,0,704,23,48,48,24,6,1,1
6643,0,4,1,0,0,0,705,23,48,48,23,6,1,1
6644,185,6,1,0,1,0,1203,10,82,82,55,28,1,1
6645,194,42,22,0,1,0,257,30,82,82,12,12,1,1
6646,52,0,2,0,0,0,609,30,15,15,7,30,1,1
6647,90,13,1,0,4,0,210,30,1645,1645,25,30,1,1
6648,33,223,6,0,1,0,347,30,1137,1137,334,30,1,1
6649,61,2,1,0,2,0,572,30,206,206,12,0,0,0
6650,124,198,14,0,0,2,845,10,47,47,18,2,1,1
6651,291,9,1,0,0,0,1589,30,6210,6210,195,26,0,1
6652,0,67,108,0,0,13,597,30,15,15,6,15,1,1
6653,258,19,4,0,8,0,1036,30,5673,5673,226,30,1,1
6654,167,15,2,0,0,0,1876,30,173,173,12,8,0,1
6655,136,2,1,0,0,0,1876,30,173,173,11,8,0,1
6656,115,237,83,0,25,4,1234,30,6,6,71,30,1,1
6657,377,1749,8,0,0,0,550,16,32,32,28,30,1,1
6658,288,10,2,0,2,0,31,2,5,5,8,0,0,1
6659,0,3,1,0,1,0,879,30,2882,2882,201,30,1,1
6660,121,4,1,0,1,8,1179,5,27,27,4,30,1,1
6661,32,4,1,0,0,905,282,5,27,27,3,7,0,1
6662,96,17,2,0,1,0,987,22,84,84,12,30,1,1
6663,74,9,2,0,1,34,1153,5,27,27,2,17,1,1
6664,637,11,2,0,1,0,622,30,660,660,5,0,0,0
6665,166,29,7,0,0,0,605,30,207,207,32,27,1,1
6666,566,1460,3,0,0,0,270,5,24,24,4,30,1,1
6667,0,65,5,0,6,0,18,7,0,0,15,30,1,1
6668,0,2450,10,0,0,35,786,30,40,40,63,3,1,0
6669,90,271,9,0,8,20,530,30,408,408,136,0,1,1
6670,0,90,7,0,10,34,540,30,669,669,78,4,0,0
6671,0,3,2,0,1,0,466,30,4104,4104,229,30,1,1
6672,423,7,1,0,2,0,180,30,57,57,12,27,1,1
6673,542,330,17,0,17,11,1057,30,4316,4316,24,-1,0,0
6674,105,8,2,0,2,0,529,30,511,511,36,30,0,1
6675,0,807,19,0,0,0,699,16,29,29,6,29,1,1
6676,192,3374,15,0,6,10,493,3,11,11,3,30,1,1
6677,0,86,1,0,0,0,387,15,8,8,93,30,1,1
6678,15,2,1,0,1,0,1810,30,8330,8330,298,30,1,1
6679,0,5,1,0,0,0,387,15,8,8,92,30,1,1
6680,584,6,2,0,0,0,180,30,57,57,11,7,1,1
6681,291,99,4,0,6,0,213,30,5642,5642,527,30,1,1
6682,172,4,1,0,0,0,1216,7,19,19,58,12,1,1
6683,41,1,1,0,0,0,117,30,77,77,0,30,0,1
6684,86,6,1,0,1,0,1084,19,36,36,12,30,1,1
6685,247,11,1,0,1,0,27,30,211,211,27,30,1,1
6686,258,1,1,0,2,0,216,30,238,238,59,16,1,1
6687,5,0,0,0,1,0,332,30,405,405,16,6,1,0
6688,41,4,1,0,1,0,73,3,9,9,3,2,1,1
6689,74,30,5,0,0,0,437,14,131,131,19,30,1,1
6690,0,2,1,0,0,0,684,7,62,62,5,30,1,1
6691,11,2,1,0,0,0,1810,30,8330,8330,297,30,1,1
6692,189,35,3,0,1,0,1036,30,5673,5673,225,30,1,1
6693,0,102,1,0,0,0,387,15,8,8,92,30,1,1
6694,165,6,1,0,3,0,181,30,5,5,18,30,1,1
6695,14,14,2,0,5,0,2460,30,24488,24488,715,30,0,1
6696,519,15,2,0,3,0,364,18,161,161,5,30,1,1
6697,0,13,2,0,0,0,969,28,15,15,4,1,1,1
6698,66,5,1,0,1,19,1133,-1,143,143,8,8,0,1
6699,136,36,1,0,2,0,215,30,56,56,11,30,1,1
6700,188,4,1,0,3,0,993,30,65,65,10,30,1,1
6701,14,1057,51,0,0,0,704,23,48,48,22,6,1,1
6702,0,13,2,0,0,0,969,28,15,15,4,1,1,1
6703,324,2,1,0,3,0,542,13,25,25,5,30,0,1
6704,444,23,5,0,1,0,1587,30,149,149,54,21,1,1
6705,81,319,51,0,4,0,1123,30,251,251,84,30,1,1
6706,166,8,4,0,4,0,864,30,67,67,74,1,0,1
6707,211,49,3,0,6,6,1589,30,3825,3825,1258,30,0,0
6708,48,749,63,0,3,0,1070,30,1912,1912,46,30,1,1
6709,0,3,1,0,0,0,2460,30,24489,24489,713,10,0,1
6710,0,446,2,0,11,3,1914,30,26,26,108,30,1,1
6711,31,4,2,0,2,3,1914,30,26,26,108,30,1,1
6712,462,442,3,0,3,2,1914,30,26,26,107,30,1,1
6713,582,892,16,0,8,2,1915,30,26,26,106,30,1,1
6714,138,13,1,0,3,2,1915,30,26,26,105,30,1,1
6715,467,251,4,0,21,1,1916,30,26,26,104,30,1,1
6716,137,389,5,0,3,2,588,8,14,14,3,30,1,1
6717,20,980,33,0,2,0,704,23,48,48,21,6,1,1
6718,0,28,2,0,0,77,636,30,314,314,201,30,1,1
6719,286,60,2,0,2,50,663,30,314,314,200,30,1,1
6720,0,1,1,0,0,0,1937,30,3099,3099,315,30,0,1
6721,53,2,1,0,0,6,1580,14,69,69,12,30,1,1
6722,39,131,4,0,15,17,500,8,9,9,3,30,0,1
6723,0,32,11,0,1,34,679,30,314,314,198,30,1,0
6724,270,22,3,-1,3,264,787,30,49,49,29,3,0,0
6725,64,176,1,0,1,0,733,30,703,703,26,30,1,1
6726,0,14,3,0,0,0,107,30,19,19,15,6,1,1
6727,227,28,1,0,0,0,168,5,50,50,5,30,1,1
6728,575,104,1,0,20,4,1447,30,552,552,39,15,0,1
6729,144,22,4,0,0,7,601,30,275,275,38,30,1,1
6730,0,132,6,0,5,0,212,30,5642,5642,524,30,1,1
6731,0,16,1,0,0,0,958,26,15,15,7,0,1,1
6732,0,4,2,0,1,0,794,30,72,72,9,24,1,1
6733,0,218,6,0,0,0,61,11,5,5,12,14,1,1
6734,0,44,11,0,0,0,712,30,146,146,21,30,1,1
6735,984,74,2,0,75,62,655,30,18136,18136,1009,6,0,1
6736,532,40,4,0,1,0,828,7,12,12,3,7,1,1
6737,0,16,1,0,0,0,958,26,15,15,7,0,1,1
6738,303,64,4,0,12,18,698,30,18136,18136,1008,30,1,1
6739,0,2,1,0,0,0,178,15,47,47,114,30,1,1
6740,0,2,1,0,0,0,255,18,17,17,88,30,1,1
6741,1309,387,4,0,6,360,167,30,12,12,15,0,0,0
6742,195,1,1,0,0,299,228,30,12,12,14,2,0,0
6743,50,16,1,0,0,35,492,30,12,12,13,30,1,0
6744,0,4,1,0,0,28,499,30,12,12,13,30,1,0
6745,96,60,2,0,0,7,503,30,41,41,54,30,1,1
6746,0,2,1,0,0,0,320,2,16,16,7,30,1,1
6747,13,2,1,0,0,1,908,4,15,15,3,19,1,1
6748,78,4,1,0,0,0,425,30,4,4,6,30,1,1
6749,133,1,1,0,5,12,260,-1,122,122,7,7,0,1
6750,8,9,1,0,0,0,320,2,16,16,5,30,1,1
6751,0,1,1,0,0,0,1117,30,169,169,63,30,0,1
6752,372,172,11,0,3,24,276,30,1710,1710,86,30,1,1
6753,16,19,1,0,0,0,404,30,459,459,17,26,0,1
6754,103,87,7,0,16,6,1064,25,17,17,42,30,1,1
6755,456,69,1,0,2,1,44,23,7,7,14,16,1,1
6756,353,36,2,0,16,0,864,30,67,67,73,5,1,1
6757,0,6,2,0,1,0,326,-1,12,12,25,30,0,1
6758,490,2,1,0,0,0,1091,30,107,107,26,30,1,1
6759,0,79,7,0,0,0,369,11,21,21,14,30,1,1
6760,57,35,3,0,0,0,1036,30,5673,5673,226,30,1,1
6761,38,10,1,0,0,0,525,30,60,60,9,30,1,1
6762,215,2,1,0,1,14,1400,30,1353,1353,41,4,0,1
6763,0,34,7,0,8,0,982,30,12466,12466,69,30,0,0
6764,72,107,2,0,4,5,237,30,75,75,10,19,1,1
6765,131,1,1,0,1,0,62,30,2680,2680,11,7,0,1
6766,812,74,1,0,3,0,363,22,15,15,13,30,1,1
6767,0,95,5,0,0,0,1684,30,518,518,159,3,0,1
6768,87,29,1,0,1,0,1062,30,1824,1824,33,28,0,1
6769,10,832,35,0,0,27,910,30,3543,3543,59,30,1,1
6770,0,2,1,0,1,0,278,4,7,7,7,30,0,1
6771,0,164,1,0,0,0,180,30,57,57,12,2,1,1
6772,82,2,1,0,8,108,1493,30,4729,4729,551,10,0,0
6773,138,2,1,0,0,0,545,30,766,766,3,30,1,1
6774,0,4338,32,0,0,0,350,16,6,6,9,30,1,1
6775,287,348,1,0,0,0,45,23,7,7,13,30,1,1
6776,107,24,2,0,7,3,210,30,5643,5643,526,30,1,1
6777,274,1,1,0,0,0,1069,5,84,84,8,30,1,1
6778,482,53,1,0,5,9,100,12,755,755,15,0,0,1
6779,0,324,2,0,0,0,1057,30,4560,4560,495,24,1,1
6780,334,92,3,0,11,19,43,30,2680,2680,10,30,0,0
6781,0,61,2,0,3,1,454,6,29,29,5,15,1,1
6782,512,13,2,0,2,0,270,12,108,108,15,7,0,1
6783,0,1,1,0,0,0,107,30,19,19,15,14,0,1
6784,87,2,1,0,0,31,1754,30,373,373,67,0,0,1
6785,288,6568,17,0,0,31,1754,30,373,373,66,30,1,1
6786,716,755,82,0,0,29,1756,30,373,373,65,30,1,1
6787,46,811,2,0,1,29,1756,30,373,373,64,15,1,1
6788,378,6,1,0,0,23,1762,30,373,373,62,9,0,1
6789,277,9,1,0,0,22,1764,30,373,373,62,30,1,1
6790,211,3793,15,0,0,21,1764,30,373,373,61,30,1,1
6791,41,49,2,0,0,19,1766,30,373,373,59,9,1,1
6792,78,4,2,0,0,19,1767,30,373,373,59,30,1,1
6793,164,100,2,0,0,19,1767,30,373,373,58,30,1,1
6794,110,5,1,0,0,16,1769,30,373,373,56,30,1,1
6795,172,52,4,0,5,15,1771,30,373,373,56,30,1,1
6796,29,7,3,0,12,14,1771,30,373,373,55,30,1,1
6797,111,2697,9,0,0,13,1773,30,373,373,53,1,1,1
6798,67,41,1,0,0,10,1775,30,373,373,51,30,1,1
6799,115,1,1,0,0,9,1776,30,373,373,51,30,1,1
6800,0,3,1,0,2,7,1778,30,373,373,51,30,1,1
6801,163,10,2,0,0,7,1778,30,373,373,50,9,1,1
6802,0,54,3,0,0,7,1778,30,373,373,48,30,1,1
6803,0,388,3,0,0,4,1781,30,373,373,47,30,1,1
6804,144,189,7,0,2,4,1781,30,373,373,47,30,1,1
6805,0,384,2,0,0,0,1256,30,76239,76239,118,30,1,1
6806,0,180,1,0,2,1,702,30,181,181,40,30,0,1
6807,0,47,2,0,26,28,689,30,18137,18137,1006,30,1,0
6808,0,307,14,0,1,0,139,13,18,18,8,30,1,1
6809,206,72,2,0,11,0,1380,30,247,247,55,30,1,1
6810,10,2,1,0,0,0,1355,30,4884,4884,1062,30,0,1
6811,74,1892,6,0,8,4,1076,30,175,175,648,13,0,1
6812,0,17,3,0,0,0,139,13,18,18,8,30,1,1
6813,182,4,1,0,0,0,370,30,68,68,37,30,0,1
6814,0,2,1,0,0,0,279,16,34,34,3,15,1,1
6815,223,32,2,0,1,0,523,30,39,39,204,30,1,1
6816,51,3,1,0,1,5,164,30,4,4,6,30,0,1
6817,369,34,4,0,0,1,745,30,29,29,25,7,1,1
6818,508,34,4,0,0,0,746,30,29,29,24,5,1,1
6819,136,2,1,0,0,174,355,17,559,559,15,29,1,1
6820,99,21,1,0,37,43,171,30,1780,1780,28,24,1,1
6821,78,416,6,0,0,5,1568,30,167,167,8,19,1,1
6822,56,41,4,0,0,0,241,26,6,6,8,0,1,1
6823,51,12,1,0,1,18,1043,30,2800,2800,757,30,1,0
6824,156,6,3,0,1,29,500,17,559,559,14,17,1,1
6825,68,2,1,0,1,40,489,17,559,559,13,1,0,1
6826,66,3,1,0,9,9,707,30,18137,18137,1005,30,0,1
6827,732,61,3,0,11,21,536,1,15,15,7,2,0,1
6828,1718,1038,1,0,0,0,521,30,28,28,44,3,1,1
6829,0,1140,10,0,0,0,131,6,162,162,4,30,1,1
6830,52,109,2,0,2,3,907,30,54,54,24,12,1,1
6831,0,65,1,0,4,0,213,30,5643,5643,525,30,1,1
6832,221,520,3,0,0,0,180,30,57,57,11,7,1,1
6833,138,266,6,0,9,1,58,30,128,128,71,30,1,1
6834,0,2,1,0,1,0,676,30,77,77,30,30,1,1
6835,0,1,1,0,1,1,1855,30,5417,5417,60,30,0,0
6836,57,14,1,0,0,0,871,17,218,218,178,30,1,1
6837,0,4,1,0,1,0,574,30,669,669,77,1,0,1
6838,0,40,4,0,1,0,285,30,1372,1372,7,5,1,1
6839,71,4,2,-1,0,0,341,-1,15,15,4,-1,0,1
6840,241,2,1,0,1,77,228,5,367,367,11,19,1,1
6841,32,8,2,-1,1,0,341,-1,15,15,3,-1,0,1
6842,342,275,11,0,3,0,13,30,18,18,8,13,1,1
6843,0,578,24,0,0,0,558,30,301,301,18,17,1,1
6844,108,6719,14,0,1,1,692,6,8,8,17,30,1,1
6845,501,88,6,0,6,0,80,11,36,36,1,14,1,1
6846,163,2,1,0,0,1,693,6,8,8,16,30,1,1
6847,108,4,1,0,1,0,973,30,432,432,28,30,1,1
6848,339,2,1,-1,0,0,22,23,122,122,33,30,1,1
6849,0,1038,1,0,0,0,521,30,28,28,44,9,1,1
6850,0,16,1,0,2,0,1222,30,1071,1071,92,30,0,1
6851,715,98,2,0,2,0,908,30,178,178,168,13,1,1
6852,0,128,3,0,0,0,2,4,0,0,10,14,1,1
6853,61,4,1,0,6,3,152,30,596,596,10,0,0,0
6854,119,7,2,-1,0,0,21,23,122,122,32,30,1,1
6855,816,1540,39,0,13,0,154,16,304,304,7,30,0,1
6856,201,5,2,0,0,0,140,30,5429,5429,49,30,0,1
6857,39,8,1,0,0,0,154,16,304,304,6,-1,0,1
6858,49,279,11,0,0,0,235,30,8,8,2,0,1,1
6859,120,2,1,0,1,0,296,5,99,99,3,30,1,1
6860,128,39,7,0,0,0,235,30,8,8,1,1,1,1
6861,126,172,8,0,12,3,573,30,8022,8022,75,30,1,1
6862,460,395,3,0,1,10,1055,30,210,210,42,30,1,1
6863,0,454,22,0,1,0,235,30,8,8,0,0,1,0
6864,268,464,10,0,2,3,1625,30,52,52,11,30,1,1
6865,344,149,2,0,1,70,995,30,210,210,41,30,1,0
6866,332,1907,7,0,21,2,339,30,139,139,63,30,1,1
6867,66,2,1,0,2,0,626,30,969,969,81,30,0,0
6868,153,22,2,0,0,0,627,30,969,969,79,13,1,0
6869,0,22,1,0,0,10,1035,30,653,653,39,30,1,1
6870,0,36,3,0,0,31,300,28,3,3,31,30,1,1
6871,20,1537,35,0,0,0,705,23,48,48,20,6,1,1
6872,1,2,1,0,8,102,1094,30,1389,1389,446,12,0,1
6873,128,11,1,0,3,0,13,30,18,18,7,30,1,1
6874,0,1,1,0,0,0,108,30,19,19,15,6,1,1
6875,0,1095,10,0,15,2,653,12,315,315,30,30,1,1
6876,53,111,2,0,1,3,918,8,37,37,11,30,0,1
6877,0,2,1,0,0,0,387,15,8,8,91,30,1,1
6878,72,5,1,0,2,0,1062,30,2800,2800,756,30,1,0
6879,0,36,2,0,0,4,1041,30,653,653,38,10,1,1
6880,303,5,1,0,0,0,180,30,57,57,11,7,1,1
6881,0,2,1,0,0,0,605,30,207,207,32,30,1,1
6882,0,29,2,0,0,4,1041,30,653,653,37,10,1,1
6883,93,4,2,0,0,0,821,30,60,60,5,30,0,1
6884,88,514,14,0,18,24,833,18,12,12,59,30,1,1
6885,221,2,1,0,1,0,1481,30,446,446,46,30,0,0
6886,0,741,23,0,107,1,16,7,0,0,13,28,1,1
6887,0,11,1,0,0,4,1041,30,653,653,36,10,1,1
6888,0,3,1,0,0,4,1041,30,653,653,35,10,1,1
6889,105,5,1,0,0,4,1041,30,653,653,34,10,1,1
6890,0,9,1,0,0,0,195,17,117,117,16,30,1,1
6891,54,4,1,0,0,0,2460,30,24489,24489,713,10,0,1
6892,659,314,5,0,0,2,24,3,3,3,1,4,1,1
6893,71,324,76,0,1,0,306,30,809,809,149,-1,0,0
6894,208,12,1,0,1,3,862,30,67,67,73,12,1,1
6895,41,945,27,0,0,18,687,23,48,48,19,6,1,1
6896,0,84,5,0,0,0,139,10,4,4,10,-1,0,1
6897,125,35,2,0,0,13,496,30,25,25,22,30,1,1
6898,33,14,4,0,6,0,104,30,8,8,41,4,0,1
6899,828,2,1,0,10,150,927,30,240,240,31,0,0,0
6900,24,67,1,0,1,4,391,-1,25,25,4,5,0,0
6901,506,366,5,0,0,0,427,30,2574,2574,115,30,1,1
6902,67,243,17,0,9,19,692,30,576,576,116,30,1,1
6903,0,23,2,0,3,140,937,30,240,240,30,1,0,0
6904,54,16,1,0,0,28,1757,30,373,373,46,7,1,1
6905,100,31,1,0,0,0,1785,30,373,373,44,3,1,1
6906,263,100,1,0,0,0,1785,30,373,373,41,3,1,1
6907,374,1212,11,0,4,37,1748,30,373,373,35,3,0,0
6908,41,464,10,0,0,0,1628,30,52,52,11,6,1,1
6909,61,28,1,0,1,3,700,30,181,181,39,3,1,1
6910,547,30,2,0,2,0,180,30,57,57,11,7,1,1
6911,0,1216,301,0,0,0,108,30,19,19,16,6,1,1
6912,35,74,1,0,1,0,1091,30,107,107,26,30,0,1
6913,150,9,2,0,2,3,700,30,181,181,37,3,1,1
6914,378,2,1,0,1,0,1030,26,61,61,5,10,1,1
6915,87,4,1,0,0,21,514,6,18,18,3,13,1,1
6916,468,6,3,0,2,3,700,30,181,181,36,3,1,1
6917,367,2,1,0,0,1,674,30,211,211,41,11,1,1
6918,18,2,1,0,0,21,514,6,18,18,2,13,1,1
6919,897,56,3,0,1,0,1767,30,528,528,7,30,1,0
6920,251,411,13,0,2,6,1279,14,58,58,47,30,1,1
6921,0,4,1,0,1,0,733,30,703,703,25,30,1,1
6922,75,190,2,0,4,0,1292,30,797,797,90,17,0,1
6923,0,3,1,0,0,0,578,30,433,433,3,30,1,1
6924,110,7,1,0,0,0,915,30,371,371,36,1,0,1
6925,0,692,15,0,0,0,604,30,919,919,52,30,1,1
6926,0,2,1,0,0,0,1684,30,518,518,159,3,0,1
6927,835,3,1,0,1,0,945,30,488,488,511,30,1,1
6928,0,42,2,0,0,0,1018,30,1831,1831,54,26,1,1
6929,0,58,3,0,1,0,686,30,297,297,6,30,1,1
6930,265,14,2,0,8,2,1253,30,76239,76239,117,30,0,0
6931,127,2,1,0,3,0,710,30,576,576,115,-1,0,1
6932,0,19,1,0,3,56,54,12,756,756,14,3,0,0
6933,130,2,1,0,1,0,947,30,526,526,41,3,0,1
6934,0,50,1,0,0,0,96,30,2,2,3,-1,0,1
6935,174,2,1,0,1,0,642,28,149,149,7,30,1,1
