,PRBodySize,CommitSize,No_of_Files_Changed,socialDistance,No_of_Comments,timeSpentOnPR,repositoryAge,No_of_collaborators,No_of_Stars,No_of_Watchers,No_of_OpenIssues,No_of_followers_Submitter,submitterStatus,pullrequestDecision
31258,33,2,1,0,1,0,110,30,10,10,18,0,0,1
31259,190,16,2,0,1,1,1560,30,1631,1631,684,25,1,1
31260,167,2,1,0,1,0,724,30,18322,18322,1010,30,1,1
31261,349,1,1,0,0,123,192,30,109,109,7,19,0,0
31262,0,2,1,0,1,0,474,30,141,141,9,30,1,1
31263,296,36,2,0,5,3,133,30,4,4,9,4,1,1
31264,240,40,4,0,1,363,812,30,697,697,75,30,0,0
31265,342,20,1,0,1,3,359,30,107,107,294,30,1,1
31266,130,149,7,0,0,0,373,7,113,113,11,30,1,1
31267,0,42,2,0,3,0,227,12,268,268,5,30,1,1
31268,0,17,4,0,2,0,828,30,7,7,5,5,1,1
31269,276,2,1,0,2,4,387,30,272,272,451,30,1,1
31270,74,42,7,0,2,0,879,30,1332,1332,77,30,1,1
31271,265,4,2,0,1,0,552,30,3110,3110,108,30,1,1
31272,24,2,1,0,1,0,104,30,3415,3415,13,30,1,1
31273,388,37,2,0,0,0,948,30,110,110,16,16,1,1
31274,30,8,1,0,0,0,168,30,337,337,15,-1,0,1
31275,264,12,2,0,2,0,450,30,59,59,16,30,1,1
31276,454,187,3,0,13,25,1564,30,1148,1148,143,30,1,0
31277,454,187,3,0,13,25,1564,30,1148,1148,143,30,1,1
31278,0,2,1,0,0,0,808,30,1001,1001,92,30,0,1
31279,247,2,1,0,7,6,315,30,2535,2535,285,30,1,0
31280,0,4,1,0,0,0,190,30,4919,4919,4,30,0,1
31281,189,3,1,0,1,0,106,30,1872,1872,19,30,0,1
31282,412,11,1,0,0,0,1097,30,108,108,26,30,0,1
31283,303,195,6,0,0,0,696,30,2047,2047,41,8,1,1
31284,12,267,3,0,8,0,591,30,1666,1666,147,13,0,1
31285,73,92,16,0,6,3,720,30,18322,18322,1009,30,0,0
31286,57,150,6,0,12,47,166,30,73,73,217,11,1,1
31287,0,4,1,0,4,2,968,30,1912,1912,50,30,1,0
31288,0,12,1,0,1,0,1458,30,553,553,34,6,0,1
31289,215,2,1,0,3,74,443,30,254,254,605,18,1,1
31290,125,2,1,0,0,0,1741,30,6069,6069,429,4,0,1
31291,182,53,5,0,6,14,420,30,1653,1653,183,26,0,1
31292,76,225,22,0,0,0,682,30,83,83,24,30,1,1
31293,604,447,23,0,2,0,219,30,5725,5725,557,30,1,1
31294,316,5,1,0,2,2,1669,30,8666,8666,2388,30,0,1
31295,430,335,15,0,0,7,1117,30,3301,3301,478,30,1,0
31296,394,83,11,0,3,3,345,30,139,139,60,30,1,1
31297,77,30,1,0,1,0,434,22,32,32,7,30,1,1
31298,27,2,1,0,0,0,397,30,100,100,14,2,0,1
31299,0,11,1,0,7,0,996,30,794,794,65,25,1,1
31300,78,2,1,0,1,17,775,30,20,20,22,1,0,0
31301,0,32,1,0,7,5,719,30,18322,18322,1008,8,0,1
31302,0,0,1,0,0,0,1250,12,48,48,27,30,1,1
31303,0,8,2,0,1,0,217,30,1672,1672,22,30,1,1
31304,945,367,14,0,29,0,1833,30,9490,9490,794,30,1,1
31305,246,307,6,0,0,0,160,18,383,383,12,30,1,1
31306,0,8,1,0,3,0,692,10,12,12,10,30,1,0
31307,113,16,1,0,2,7,384,30,272,272,450,30,1,1
31308,0,2,1,0,0,0,675,13,4,4,4,21,1,1
31309,135,11,2,0,0,0,123,30,15,15,19,30,1,1
31310,44,2,1,0,1,0,527,30,56,56,15,30,1,1
31311,0,16,1,0,0,0,675,13,4,4,3,21,1,1
31312,94,3,2,0,0,0,214,30,4,4,23,5,1,1
31313,646,2062,41,-1,2,1,153,-1,148,148,46,-1,0,1
31314,1982,904,17,0,14,1,408,30,73,73,177,30,1,1
31315,15,139,7,0,27,25,370,30,1205,1205,321,30,1,1
31316,0,6,1,0,0,2,1450,9,36,36,6,30,1,1
31317,60,47,2,0,2,0,846,30,69,69,25,23,1,1
31318,96,9,1,0,0,0,1069,30,1846,1846,33,13,0,1
31319,161,4,1,0,3,0,1335,30,475,475,8,1,0,0
31320,21,2067,19,0,0,0,105,3,3,3,6,30,1,1
31321,35,147,10,0,2,3,345,30,139,139,59,30,1,1
31322,0,24,4,0,1,0,503,26,3,3,85,-1,0,1
31323,82,12,1,0,8,3,968,30,1912,1912,49,30,1,0
31324,75,112,2,0,3,0,993,30,52,52,15,30,1,1
31325,263,6,1,0,2,4,989,30,52,52,14,30,0,0
31326,15,0,13,0,0,0,998,-1,15,15,7,23,0,1
31327,241,2,1,0,0,12,280,26,56,56,18,30,1,1
31328,151,19,1,0,0,2,290,26,56,56,17,30,1,1
31329,290,201,25,0,19,23,189,30,73,73,217,30,1,1
31330,131,2,1,0,0,2,290,26,56,56,16,30,1,1
31331,1125,38,4,0,1,46,1985,30,1193,1193,289,9,0,1
31332,0,7,2,0,0,2,290,26,56,56,15,30,1,1
31333,384,52,8,0,0,2,290,26,56,56,14,30,1,1
31334,0,1305,1,0,1,25,764,30,128,128,17,14,0,0
31335,86,2,1,0,0,2,290,26,56,56,13,30,1,1
31336,3047,333,4,0,1,0,563,30,1553,1553,8,30,0,1
31337,243,121,4,0,0,1,125,30,709,709,49,-1,0,0
31338,0,30,1,0,0,0,564,30,1553,1553,7,13,1,1
31339,10,25,3,0,3,49,2138,30,3287,3287,365,30,0,0
31340,0,546,18,0,11,4,327,30,65,65,398,11,1,1
31341,47,2,1,0,0,0,923,30,846,846,308,13,0,0
31342,12,336,10,0,8,0,2022,30,641,641,18,30,1,1
31343,181,160,8,0,1,0,923,30,846,846,307,30,0,0
31344,12,196,2,0,12,3,345,30,139,139,58,30,1,1
31345,0,13,1,0,0,0,40,8,15,15,1,1,1,1
31346,159,2,1,0,2,0,1115,30,435,435,30,-1,0,1
31347,66,43,1,0,0,0,508,30,471,471,42,0,0,1
31348,0,3451,17,0,0,0,490,30,10,10,10,14,1,1
31349,433,215,9,0,9,8,1386,30,155,155,151,1,1,1
31350,135,6,2,0,1,1,1075,30,4349,4349,23,30,0,1
31351,0,17,1,0,3,1,147,30,2407,2407,37,30,0,1
31352,152,4,1,0,3,0,1116,30,435,435,29,30,1,1
31353,16,0,7,0,1,0,396,30,1205,1205,319,30,1,1
31354,104,31,8,0,1,4,215,30,5725,5725,557,30,1,1
31355,0,21,2,0,0,0,114,30,20,20,19,14,0,1
31356,0,2,1,0,1,0,660,30,1195,1195,13,30,0,1
31357,448,314,17,0,0,0,1398,30,93,93,281,7,1,1
31358,84,34,6,0,0,0,1124,30,3302,3302,478,30,1,1
31359,390,8,1,0,0,1,1309,30,262,262,16,3,1,1
31360,10,94,2,0,6,0,554,30,5190,5190,99,30,1,1
31361,192,89,1,0,1,0,203,30,2125,2125,53,30,1,1
31362,0,28,4,0,4,5,988,30,52,52,13,30,1,1
31363,0,29,3,0,0,0,1309,30,262,262,15,-1,0,1
31364,148,2959,29,0,6,21,807,30,30,30,2,30,1,0
31365,281,5,2,0,1,9,862,30,68,68,72,11,0,1
31366,85,132,3,0,0,0,1399,30,93,93,280,7,1,1
31367,72,5,2,0,5,0,20,30,32,32,22,13,1,1
31368,306,238,7,0,2,0,1421,30,4541,4541,2071,30,0,1
31369,200,14,8,0,1,0,1391,30,437,437,14,30,1,1
31370,35,62,3,0,0,0,1421,30,4541,4541,2070,30,1,1
31371,0,280,3,0,0,0,998,-1,15,15,7,30,0,1
31372,0,2,1,0,2,7,233,-1,222,222,173,30,0,1
31373,188,6,1,0,0,0,104,30,241,241,10,30,0,1
31374,42,1010,5,0,1,0,1088,23,188,188,194,7,1,1
31375,565,32,1,0,1,0,454,25,19,19,218,10,1,1
31376,0,10,4,0,0,0,1422,30,4541,4541,2069,30,1,1
31377,0,50,1,0,0,0,158,30,53,53,18,18,1,1
31378,483,311,2,0,4,0,762,30,130,130,2,30,1,1
31379,179,42,2,0,1,0,827,30,7,7,5,12,1,1
31380,12,7,1,0,0,0,1215,30,651,651,247,30,1,1
31381,0,462,1,0,0,0,1147,26,10,10,9,0,1,1
31382,372,44,4,0,7,0,664,30,486,486,301,30,1,1
31383,37,4,1,0,0,0,379,30,60,60,11,-1,0,1
31384,177,12,2,0,2,39,562,30,65,65,279,30,1,1
31385,107,4,1,0,2,229,895,30,1820,1820,29,14,0,0
31386,0,1,1,0,0,0,853,30,10,10,46,2,1,1
31387,0,6,1,0,1,0,1043,30,5725,5725,219,1,0,0
31388,13,6,1,0,0,0,1043,30,5725,5725,219,30,1,1
31389,269,3,2,0,1,0,529,30,137,137,70,24,1,1
31390,49,2,1,0,0,0,1008,30,13,13,13,30,1,1
31391,0,40,4,0,0,0,774,30,13,13,59,-1,0,1
31392,282,20,1,0,5,0,292,26,56,56,12,30,1,1
31393,44,129,2,0,11,5,865,30,2911,2911,1548,30,1,1
31394,1149,120,5,0,7,5,1135,-1,3,3,5,27,0,1
31395,0,4,1,0,1,0,1048,9,215,215,19,7,1,1
31396,136,1059,7,0,2,0,117,10,6,6,10,24,1,1
31397,0,48,26,0,0,0,578,30,139,139,30,3,0,1
31398,1213,2491,2,0,1,0,913,5,1141,1141,32,15,1,1
31399,253,49,2,0,0,0,31,6,6,6,16,30,1,1
31400,0,2,1,0,0,0,940,30,33,33,32,20,1,1
31401,0,0,1,0,0,0,904,30,794,794,33,30,1,1
31402,0,259,14,0,0,0,74,1,21,21,3,13,0,1
31403,0,5,1,0,12,3,977,30,1804,1804,279,30,0,1
31404,0,133,5,0,0,0,1813,5,3,3,64,8,1,1
31405,0,21,3,0,5,0,140,30,171,171,8,30,1,0
31406,0,21,3,0,5,0,140,30,171,171,8,30,1,1
31407,67,21,2,-1,11,0,591,30,1666,1666,147,-1,0,1
31408,9,38,2,0,2,3,216,30,5725,5725,558,30,0,1
31409,0,1064,10,0,29,3,162,30,229,229,57,30,1,1
31410,757,913,8,0,12,38,791,30,128,128,133,30,1,1
31411,0,74,2,0,1,0,635,18,6,6,12,30,1,1
31412,522,7,2,0,9,0,1116,30,435,435,28,4,1,1
31413,0,9,2,0,1,0,635,18,6,6,11,30,1,1
31414,150,9084,19,0,1,4,589,22,7,7,113,9,1,1
31415,134,38,1,0,5,6,212,30,5725,5725,557,30,0,1
31416,282,10,1,0,0,0,1061,16,56,56,5,13,1,1
31417,36,107,6,0,7,0,989,30,12541,12541,66,30,1,1
31418,36,107,6,0,7,0,989,30,12541,12541,66,30,1,1
31419,53,55,3,0,8,28,1001,26,14,14,7,0,1,1
31420,1248,83,2,0,8,3,382,30,545,545,101,2,1,1
31421,291,6,1,0,0,0,701,30,344,344,99,0,1,1
31422,1435,12,1,0,0,0,106,30,1872,1872,20,30,0,1
31423,41,2,1,0,1,0,168,30,337,337,14,-1,0,1
31424,42,2,1,0,0,14,760,30,323,323,35,24,0,1
31425,45,16,3,0,1,0,360,30,18,18,6,14,1,1
31426,0,41,8,0,11,6,883,30,171,171,25,5,1,1
31427,153,575,21,0,3,0,355,24,47,47,13,30,1,1
31428,162,6,1,0,4,0,538,30,932,932,65,10,1,1
31429,230,6,1,0,4,37,203,-1,222,222,171,12,0,1
31430,24,36,2,0,6,7,586,22,7,7,110,9,1,1
31431,409,4,1,0,2,0,213,30,73,73,217,30,1,1
31432,163,3,1,0,0,0,123,30,15,15,18,30,1,1
31433,309,5,3,0,2,0,557,30,641,641,7,30,0,1
31434,28,13,2,0,6,0,1131,30,20550,20550,1127,27,1,1
31435,0,2,1,0,0,0,794,30,37,37,50,30,1,1
31436,219,253,6,0,2,4,1137,-1,3,3,4,5,0,1
31437,0,5,2,0,3,3,977,30,1804,1804,278,30,0,1
31438,148,422,5,0,0,3,1137,-1,3,3,3,5,0,1
31439,0,2,1,0,0,0,238,-1,21,21,6,18,0,1
31440,204,16,3,0,3,0,818,30,1280,1280,26,15,1,1
31441,73,2,1,0,4,0,1063,30,11,11,35,16,1,1
31442,129,19,3,0,2,0,121,30,3140,3140,85,0,0,0
31443,0,8,1,0,0,0,356,30,12,12,15,0,0,1
31444,69,89,3,0,5,0,654,30,2325,2325,11,30,0,1
31445,106,1008,2,0,0,0,280,-1,3,3,3,30,0,1
31446,11,5,1,0,1,0,1069,30,1846,1846,32,30,0,0
31447,0,13,1,0,0,2,681,30,13,13,7,18,1,1
31448,0,5,1,0,1,0,828,30,7,7,4,12,1,1
31449,0,2,1,0,0,0,158,30,53,53,18,18,1,1
31450,83,11,1,0,0,0,1052,30,655,655,38,10,1,1
31451,18,1,1,0,1,0,367,30,47,47,5,1,0,1
31452,24,5,1,0,0,0,104,30,3415,3415,14,30,1,1
31453,379,3,1,0,1,0,219,30,5725,5725,555,30,1,1
31454,487,32,4,0,3,10,529,30,932,932,63,30,1,1
31455,0,21,2,0,0,0,941,30,33,33,32,20,1,1
31456,0,48,2,0,0,0,941,30,33,33,31,20,1,1
31457,206,2,1,0,3,0,47,30,7095,7095,89,30,1,1
31458,0,325,9,0,0,0,612,30,440,440,39,30,1,1
31459,78,2,1,0,1,3,681,30,13,13,6,26,1,0
31460,923,261,3,0,6,514,1304,30,8695,8695,33,-1,0,0
31461,0,57,5,0,5,4,540,30,58,58,109,30,1,1
31462,87,4,1,0,4,0,870,30,2911,2911,1547,30,1,1
31463,168,8,2,0,1,27,1699,30,75,75,32,11,1,1
31464,0,2,1,0,2,0,121,30,3140,3140,84,30,0,1
31465,0,1,1,0,0,0,1524,30,198,198,487,30,1,1
31466,0,6,1,0,1,28,1015,30,488,488,158,14,0,1
31467,472,165,5,0,5,0,591,30,1666,1666,146,12,0,1
31468,293,93,2,0,15,2,1816,30,8695,8695,32,30,0,0
31469,71,1096,7,0,0,0,2145,30,335,335,45,30,1,1
31470,24,82,2,0,1,4,589,22,7,7,108,9,1,1
31471,344,320,11,0,6,3,345,30,139,139,57,30,1,1
31472,19,42,1,0,4,2,662,30,24,24,5,30,1,1
31473,626,290,7,0,14,20,620,30,5043,5043,105,30,1,1
31474,222,660,6,0,1,0,552,30,3111,3111,108,30,1,1
31475,43,1,1,0,1,0,580,30,146,146,7,30,1,1
31476,90,26,1,0,1,5,449,25,19,19,217,10,1,1
31477,802,198,2,0,4,6,1020,30,401,401,13,30,1,1
31478,913,20,2,0,0,0,961,30,490,490,25,26,1,1
31479,0,1,1,0,0,0,580,30,146,146,6,30,1,1
31480,248,102,2,0,10,5,1352,30,10260,10260,472,30,1,1
31481,0,2,1,0,0,0,956,30,92,92,69,30,1,1
31482,0,14,2,0,1,104,1080,30,1277,1277,117,7,0,0
31483,0,53,7,0,0,0,956,30,92,92,68,30,0,1
31484,192,17,2,0,2,0,1335,30,476,476,8,30,1,1
31485,115,44,1,0,5,111,932,30,488,488,157,12,0,1
31486,39,110,1,0,0,0,1276,8,151,151,61,1,0,1
31487,11,0,3,0,0,0,941,30,33,33,31,20,1,1
31488,301,53,3,0,4,29,1060,30,21816,21816,368,20,0,0
31489,39,30,1,0,1,0,114,30,20,20,19,6,1,1
31490,859,1491,31,0,10,25,138,30,23,23,9,11,1,1
31491,233,165,6,0,4,4,867,30,68,68,71,12,1,1
31492,62,29,1,0,1,0,101,30,63,63,68,30,1,1
31493,62,33,4,0,5,16,812,30,40,40,59,30,1,1
31494,170,6,1,0,1,0,847,30,918,918,44,30,1,1
31495,91,24,1,0,0,0,451,30,671,671,8,30,1,1
31496,95,30,2,0,2,13,815,30,40,40,58,30,1,1
31497,0,60,4,0,0,0,775,30,323,323,35,30,1,1
31498,0,87,3,0,1,3,679,30,79,79,28,30,1,1
31499,0,3880,6,0,1,3,679,30,79,79,27,30,1,1
31500,53,3,1,0,1,4,678,30,40,40,3,30,1,1
31501,0,2,1,0,0,4,816,26,54,54,6,1,1,1
31502,261,73,8,0,1,0,941,13,16,16,14,30,1,1
31503,0,51,2,0,4,2,950,30,495,495,559,16,0,1
31504,72,72,5,0,14,6,712,30,59,59,24,19,1,1
31505,60,4,1,0,0,0,952,30,495,495,558,30,0,1
31506,146,132,5,0,2,38,850,30,171,171,24,2,1,1
31507,0,140,1,0,0,0,683,30,57,57,4,14,1,1
31508,359,14,1,0,4,0,1394,30,155,155,150,9,1,1
31509,106,213,5,0,0,0,1410,30,939,939,252,30,1,1
31510,82,3,1,0,4,0,25,30,324,324,46,30,0,1
31511,118,181,11,0,18,0,36,30,57,57,4,30,1,1
31512,12,22,2,0,1,0,1068,30,2832,2832,763,30,0,0
31513,115,8,2,0,1,0,730,30,13065,13065,18,30,1,1
31514,0,5,1,0,0,0,941,30,33,33,30,20,1,1
31515,0,6,1,0,0,0,941,30,33,33,29,20,1,1
31516,292,57,1,0,1,0,1677,30,3639,3639,301,18,0,0
31517,363,202,4,0,0,0,209,2,9,9,2,6,1,1
31518,395,50,1,0,5,5,699,30,11,11,52,12,1,1
31519,286,118,3,0,1,4,700,30,11,11,52,12,1,1
31520,8,14,1,0,0,1,337,30,29,29,40,15,1,1
31521,0,41,2,0,0,0,566,30,254,254,13,13,1,1
31522,0,24,3,0,0,0,599,30,695,695,44,30,1,1
31523,0,2,1,0,0,0,571,30,350,350,42,4,0,1
31524,0,14,2,0,2,0,629,9,44,44,5,30,1,1
31525,311,148,2,0,4,0,219,30,5725,5725,554,30,1,1
31526,0,49,3,0,4,0,678,11,77,77,9,30,1,1
31527,582,95,10,0,0,0,160,18,384,384,12,30,1,1
31528,42,23,1,0,0,0,711,30,291,291,155,30,1,1
31529,17,2,1,0,3,2,662,30,24,24,4,30,1,1
31530,283,36,2,0,3,3,252,30,1872,1872,20,30,1,1
31531,5,340,8,0,3,0,629,9,44,44,4,30,1,1
31532,0,1,1,0,0,0,1375,30,671,671,50,30,1,1
31533,0,3783,2,0,1,3,881,-1,219,219,55,11,0,1
31534,0,14674,250,0,1,0,445,16,7,7,6,1,1,0
31535,1492,1,1,0,2,7,1022,26,14,14,6,0,1,1
31536,31,2,1,0,0,0,360,30,18,18,6,14,1,1
31537,102,8,2,0,0,0,334,20,22,22,1,15,0,1
31538,0,12,2,0,0,0,1263,30,57,57,5,1,0,1
31539,0,40,3,0,0,0,518,30,166,166,251,8,1,1
31540,0,28,2,0,0,3,881,-1,219,219,54,29,0,1
31541,28,11,1,0,3,0,349,30,364,364,162,24,1,1
31542,0,64,1,0,0,0,101,30,63,63,67,30,1,1
31543,232,1,1,0,0,3,1026,26,14,14,5,30,1,1
31544,0,2,1,0,0,0,820,26,54,54,5,30,0,1
31545,201,8,1,0,3,0,740,30,712,712,28,30,1,1
31546,0,2,1,0,0,0,356,30,12,12,15,-1,0,1
31547,64,2,1,0,0,0,744,30,1057,1057,93,30,0,1
31548,31,45,1,0,2,0,356,30,12,12,14,1,0,1
31549,0,13,1,0,0,1,884,-1,219,219,53,10,0,1
31550,0,8,2,0,0,0,1116,30,435,435,27,19,1,1
31551,0,17804,36,0,24,20,1495,30,1207,1207,99,30,1,0
31552,23,2,1,0,0,0,1088,23,188,188,194,19,1,1
31553,35,57,3,0,0,0,2145,30,335,335,44,30,1,1
31554,0,13,1,0,0,0,339,30,29,29,40,30,1,1
31555,0,12,4,0,0,0,419,20,37,37,83,30,1,1
31556,332,12,1,0,3,3,335,30,29,29,39,15,1,0
31557,0,100,2,0,1,0,850,30,312,312,74,30,1,1
31558,0,3,2,0,0,0,360,30,51,51,3,30,1,1
31559,122,20,3,0,3,0,213,30,73,73,218,4,1,1
31560,149,214,30,0,2,0,1001,30,2729,2729,86,30,1,1
31561,106,2,1,0,0,0,1795,30,676,676,41,-1,0,1
31562,208,6,1,0,6,0,370,30,641,641,37,30,1,1
31563,146,5,2,0,0,0,1795,30,676,676,40,16,0,1
31564,1216,17,1,0,5,4,104,30,147,147,389,7,1,1
31565,0,0,6,0,0,0,1795,30,676,676,39,5,0,1
31566,261,5,2,0,7,0,963,30,718,718,143,30,1,1
31567,0,167,2,0,12,1,23,7,3,3,13,27,1,1
31568,51,5,2,0,2,0,1602,30,3856,3856,1274,30,1,1
31569,59,6,2,0,0,0,432,15,53,53,78,30,1,1
31570,0,4,1,0,6,6,390,30,1205,1205,313,3,0,0
31571,27,23,1,0,1,0,704,30,11,11,51,29,1,1
31572,244,357,8,0,19,8,18,30,324,324,46,30,0,1
31573,123,2,1,0,3,0,89,4,6,6,11,30,1,1
31574,173,10,1,0,2,0,348,30,58,58,9,3,1,1
31575,0,105,5,0,3,192,851,30,488,488,157,0,0,0
31576,359,22,1,0,4,2,217,30,5725,5725,553,30,1,1
31577,215,1,1,0,0,0,570,30,1484,1484,21,30,0,1
31578,68,2,1,-1,1,0,40,20,37,37,4,0,0,0
31579,0,119,14,0,0,0,941,30,33,33,29,20,1,1
31580,328,538,16,0,5,2,217,30,5726,5726,552,30,1,1
31581,15,11,1,0,0,0,601,30,65,65,278,30,1,1
31582,594,2,1,0,7,56,1033,30,21817,21817,366,7,0,0
31583,435,64,6,0,3,2,1405,11,134,134,17,4,1,1
31584,332,117,10,0,0,0,1736,30,171,171,63,30,1,1
31585,11,5,1,0,0,3,804,30,194,194,40,-1,0,1
31586,31,7,2,0,0,7,799,30,194,194,39,30,1,1
31587,240,16,1,0,2,0,114,30,20,20,20,2,1,1
31588,0,294,38,0,0,0,682,30,83,83,25,30,1,1
31589,184,168,4,0,8,2,263,30,14,14,2,30,1,1
31590,2840,337,12,0,8,9,141,-1,9,9,2,0,0,1
31591,0,9,2,0,1,0,774,30,13,13,59,30,0,1
31592,162,104,4,0,2,3,309,5,4,4,4,13,1,0
31593,257,518,5,0,1,0,1595,30,6243,6243,195,30,1,1
31594,101,14,1,0,1,2,1796,30,9552,9552,885,30,1,1
31595,10,49,3,0,0,0,1813,5,3,3,64,8,1,1
31596,121,287,10,0,10,3,1346,30,14,14,37,13,1,1
31597,657,3,1,0,1,0,1742,30,2398,2398,68,30,0,0
31598,453,364,9,0,17,3,986,30,12542,12542,67,30,0,1
31599,22,4,1,0,0,0,1813,5,3,3,63,30,1,1
31600,84,222,5,0,1,0,114,30,20,20,19,6,1,1
31601,33,4,1,0,0,0,700,26,48,48,27,7,1,1
31602,0,2,1,0,0,0,705,16,49,49,29,30,1,1
31603,486,532,8,0,9,3,451,25,19,19,215,30,1,1
31604,550,134,2,0,6,2,148,-1,9,9,1,0,0,1
31605,874,3,1,0,3,0,47,30,7100,7100,89,30,1,1
31606,81,192,1,0,0,0,393,30,3833,3833,233,30,1,1
31607,123,2,1,0,1,0,1048,9,217,217,17,30,1,1
31608,15,20,2,0,0,0,592,30,5,5,14,8,0,1
31609,0,2,1,0,2,0,989,30,12542,12542,66,30,0,0
31610,436,15,1,0,0,0,1097,30,108,108,26,30,0,1
31611,618,113,3,0,5,0,1676,30,3639,3639,300,30,1,0
31612,0,9,1,-1,0,3,1337,30,471,471,32,5,0,1
31613,105,14,1,-1,0,3,1337,30,471,471,32,5,0,1
31614,34,2,1,0,0,2,2023,30,17045,17045,52,4,0,0
31615,0,2,1,0,1,0,2026,30,17045,17045,51,0,0,0
31616,0,1,1,-1,1,5,299,27,28,28,4,-1,0,1
31617,0,398,9,0,3,3,163,26,36,36,11,4,1,1
31618,54,1074,5,0,2,60,1357,30,2454,2454,79,-1,0,0
31619,0,22,1,0,0,0,1043,30,5724,5724,220,30,0,1
31620,39,13,1,0,0,0,964,17,31,31,27,16,1,1
31621,72,3,1,0,1,3,2059,30,1999,1999,34,15,1,1
31622,109,13,1,0,0,0,432,30,115,115,9,5,0,1
31623,0,10,3,0,7,0,166,30,229,229,57,30,1,1
31624,0,248,3,0,0,0,33,-1,3,3,5,1,0,1
31625,145,2,1,0,1,232,892,30,1820,1820,29,7,1,0
31626,1497,131,2,0,8,24,1621,30,4435,4435,667,-1,0,1
31627,0,12,2,0,0,0,1813,5,3,3,62,8,1,1
31628,10,3389,5,0,0,0,209,27,18,18,5,30,1,1
31629,0,31,2,0,1,0,949,30,41,41,8,30,1,1
31630,217,10,1,0,0,0,1116,30,435,435,29,4,1,1
31631,0,113,1,0,0,0,384,30,1239,1239,2,-1,0,1
31632,80,527,21,0,4,5,152,30,41,41,18,30,1,1
31633,109,4,1,0,0,0,1116,30,435,435,28,0,0,1
31634,8,2,1,0,1,0,509,30,544,544,22,19,1,1
31635,156,24,2,0,1,0,1799,30,9552,9552,884,30,1,1
31636,79,6,2,0,7,6,350,30,12,12,13,-1,0,1
31637,138,36,2,0,1,0,1275,-1,41,41,42,0,0,1
31638,447,159,2,0,8,1,218,30,5726,5726,552,30,1,1
31639,55,10476,11,0,0,0,123,30,15,15,18,30,1,1
31640,24,47,1,0,2,3,386,30,59,59,28,30,1,1
31641,69,15,1,0,6,3,162,30,12,12,15,30,1,1
31642,248,16,3,0,40,20,1001,30,248,248,51,0,0,0
31643,76,66,11,0,38,74,750,30,1246,1246,137,30,1,1
31644,104,2076,66,0,1,5,235,-1,222,222,169,30,0,1
31645,45,2,1,0,0,1,1776,30,706,706,71,25,1,1
31646,42,31,2,0,2,0,2145,30,335,335,43,30,1,1
31647,0,3,1,0,0,0,342,30,82,82,122,30,1,1
31648,339,671,13,0,7,0,709,30,450,450,19,30,1,1
31649,82,43,1,0,4,275,768,30,488,488,157,0,0,0
31650,2103,44,2,0,1,0,1255,30,238,238,84,-1,0,1
31651,91,1103,14,0,1,1,58,13,6,6,20,2,1,0
31652,0,419,2,0,0,0,1813,5,3,3,63,30,1,1
31653,0,20,3,0,0,0,167,26,36,36,11,4,1,1
31654,64,56,6,-1,1,0,28,23,146,146,37,30,1,1
31655,439,275,1,0,1,2,57,13,6,6,19,2,1,0
31656,295,89,1,0,2,0,655,30,101,101,120,20,0,1
31657,14,72,1,0,1,0,612,30,406,406,64,30,0,1
31658,3654,2,1,0,0,0,199,22,64,64,2,30,1,1
31659,1324,460,17,0,3,0,117,10,6,6,10,30,1,1
31660,0,27,4,0,0,0,439,29,28,28,10,20,1,1
31661,0,10,1,0,2,6,2056,30,1999,1999,33,30,0,0
31662,35,10,1,0,0,0,29,5,20,20,4,10,0,1
31663,11,3523,3,0,2,138,1279,30,2454,2454,78,9,0,0
31664,55,16,2,0,0,0,28,5,20,20,3,30,0,1
31665,113,174,10,0,4,0,405,30,256,256,197,30,0,1
31666,121,0,2,0,0,1,28,5,20,20,2,30,0,1
31667,76,3,1,0,0,1,28,5,20,20,1,4,0,1
31668,216,243,4,0,11,3,159,30,23,23,9,2,1,1
31669,130,120,3,0,4,108,1309,30,2454,2454,77,30,0,0
31670,197,12,1,0,4,32,14,30,7100,7100,87,-1,0,0
31671,0,190,39,0,0,0,682,30,83,83,25,30,1,1
31672,0,47,3,0,0,0,28,30,10,10,20,0,1,1
31673,120,15,1,0,1,290,753,30,488,488,156,30,1,1
31674,451,15,1,0,0,0,1097,30,108,108,26,30,0,1
31675,219,41,3,0,24,3,88,30,1663,1663,4,30,1,1
31676,127,173,8,0,8,6,524,30,40,40,199,30,0,1
31677,0,2846,7,0,0,0,1417,30,2454,2454,76,30,0,1
31678,1182,163,11,0,0,0,179,30,34,34,58,23,1,1
31679,66,9,1,0,2,1,556,30,10833,10833,54,30,0,1
31680,0,1233,475,0,1,0,682,30,83,83,24,24,1,1
31681,150,1,1,0,0,0,1314,30,5106,5106,499,30,0,1
31682,0,33,2,0,2,48,1369,30,2454,2454,75,13,0,0
31683,31,23,1,0,5,0,388,30,837,837,35,30,1,1
31684,0,2,1,0,1,0,1671,30,8669,8669,2396,30,1,0
31685,82,183,2,0,13,173,1098,30,483,483,419,18,0,0
31686,0,294,14,0,2,3,1204,30,300,300,12,30,1,0
31687,0,21,4,0,1,3,357,30,15,15,11,15,1,1
31688,0,4,2,0,1,0,1206,30,300,300,11,30,1,0
31689,54,3763,5,0,1,50,1367,30,2454,2454,74,11,0,0
31690,62,1701,3,0,4,87,1330,30,2454,2454,73,24,0,0
