,PRBodySize,CommitSize,No_of_Files_Changed,socialDistance,No_of_Comments,timeSpentOnPR,repositoryAge,No_of_collaborators,No_of_Stars,No_of_Watchers,No_of_OpenIssues,No_of_followers_Submitter,submitterStatus,pullrequestDecision
10314,37,20,1,0,1,0,205,22,1110,1110,22,30,1,1
10315,67,8,1,0,1,0,883,30,169,169,24,12,1,1
10316,0,4,1,0,0,0,1031,30,2814,2814,142,9,0,1
10317,284,111,4,0,0,3,165,28,3,3,64,8,1,1
10318,327,111,4,0,0,0,168,28,3,3,63,8,1,1
10319,86,56,5,0,1,0,226,30,87,87,23,30,1,1
10320,85,57,1,0,0,0,34,8,13,13,3,1,1,1
10321,88,35,2,0,0,0,445,3,4,4,24,8,0,1
10322,52,120,1,0,1,7,434,30,117,117,28,2,0,0
10323,0,7,5,0,6,3,947,30,92,92,69,30,0,1
10324,46,260,15,0,0,0,1095,10,96,96,22,30,1,1
10325,0,68,3,0,0,0,191,30,143,143,27,12,0,1
10326,120,6,1,0,3,0,521,30,45,45,27,-1,0,1
10327,0,1,1,0,0,0,574,30,143,143,5,17,0,1
10328,380,68,2,0,2,0,434,30,14,14,6,30,1,1
10329,0,102,4,0,1,27,28,-1,16,16,7,30,0,0
10330,9,2,1,0,0,0,574,30,143,143,4,4,0,1
10331,0,2,1,0,0,0,930,14,25,25,8,12,1,1
10332,0,290,9,0,7,18,274,19,49,49,104,0,0,1
10333,130,10,2,-1,15,3,1078,30,176,176,639,0,1,1
10334,58,297,3,0,57,47,132,25,4,4,96,7,1,1
10335,34,77,3,0,7,0,213,30,5651,5651,527,30,1,1
10336,0,5,1,0,2,8,1002,16,46,46,81,30,1,1
10337,21,12,1,0,0,0,76,13,9,9,26,30,1,1
10338,32,27,1,0,1,0,156,30,8,8,20,9,1,1
10339,70,25,2,0,10,4,1448,30,147,147,19,22,1,1
10340,121,47,2,0,3,0,811,30,1276,1276,25,15,1,1
10341,87,5,2,0,0,5,293,24,47,47,7,6,1,1
10342,0,6,1,0,0,0,654,22,140,140,10,2,1,1
10343,657,343,5,0,1,7,1394,30,284,284,11,30,1,1
10344,391,237,14,0,1,0,1205,30,244,244,5,30,1,1
10345,491,233,3,0,6,0,643,21,52,52,17,23,1,1
10346,0,25,8,0,0,0,930,14,25,25,8,12,1,1
10347,93,367,5,0,3,6,151,30,22,22,13,-1,0,1
10348,0,23,1,0,0,0,349,30,12,12,13,13,1,1
10349,123,22,3,0,9,0,98,9,38,38,11,30,1,1
10350,0,58,2,0,0,0,867,23,13,13,5,30,1,1
10351,71,1043,42,0,2,0,557,30,1959,1959,11,30,1,1
10352,0,23,3,0,5,0,258,11,14,14,22,30,1,1
10353,0,5,1,0,0,0,258,11,14,14,21,30,1,1
10354,231,4,2,0,2,0,848,26,118,118,68,2,0,0
10355,101,10,2,0,3,0,1452,30,893,893,94,30,1,1
10356,122,4,2,0,1,0,994,30,2687,2687,76,30,1,1
10357,192,40,1,0,3,21,1070,30,43,43,44,30,0,1
10358,1186,116,14,0,6,0,60,3,6128,6128,84,30,1,1
10359,0,1333,159,0,3,240,608,26,118,118,67,0,1,0
10360,0,16,2,0,0,0,349,30,12,12,12,13,1,1
10361,491,347,39,0,43,27,287,30,2490,2490,289,30,1,0
10362,0,37,5,0,1,0,380,30,57,57,18,30,1,1
10363,36,20,3,0,0,0,1027,30,190,190,815,0,1,1
10364,0,20,2,0,1,0,350,30,12,12,11,13,1,1
10365,106,42,4,0,2,0,1652,30,55,55,35,30,1,1
10366,0,20,2,0,0,0,350,30,12,12,10,13,1,1
10367,71,158,4,0,3,8,1394,30,284,284,10,30,1,1
10368,543,165,18,0,3,22,590,22,233,233,24,4,1,1
10369,12,93,3,0,7,50,1063,30,2187,2187,237,30,1,1
10370,60,33,2,0,7,2,1553,30,1620,1620,690,17,1,1
10371,15,64,3,0,1,0,645,30,295,295,30,2,1,1
10372,208,61,9,0,1,61,1012,19,60,60,10,30,1,1
10373,170,584,50,0,0,0,1063,3,17,17,17,30,1,1
10374,313,6,1,0,0,0,1002,30,65,65,85,11,1,1
10375,147,100,3,0,5,109,1004,30,2187,2187,236,15,0,0
10376,126,67,10,0,0,0,140,30,5446,5446,49,-1,0,1
10377,65,2,1,0,0,0,161,-1,1453,1453,4,23,0,1
10378,373,8,1,0,2,993,1170,30,1494,1494,184,15,0,0
10379,211,41,2,0,0,19,169,27,25,25,4,30,1,1
10380,695,71,6,0,1,0,173,30,32,32,55,23,1,1
10381,0,1,1,0,0,0,161,-1,1453,1453,3,2,0,1
10382,154,122,1,-1,1,0,434,30,14,14,5,-1,0,1
10383,55,430,1,0,0,62,403,14,522,522,22,30,1,1
10384,68,530,11,0,35,19,174,30,225,225,117,30,1,1
10385,175,1,1,0,1,0,1281,30,202,202,106,21,1,1
10386,296,2,1,0,1,0,2007,30,40,40,44,12,1,1
10387,21,4,1,0,1,6,469,12,5,5,5,30,1,1
10388,135,192,4,0,1,4,12,-1,3,3,2,0,0,1
10389,102,9,1,0,12,1,852,11,122,122,27,30,1,1
10390,0,4,1,0,2,0,1671,30,3595,3595,306,30,1,1
10391,45,2953,41,0,0,0,914,30,4119,4119,40,8,1,1
10392,182,16,1,0,0,0,1002,30,65,65,84,11,1,1
10393,58,18,2,0,0,1,283,18,240,240,15,26,1,1
10394,28,144,5,0,0,0,512,30,159,159,235,25,1,1
10395,0,2,1,0,0,0,2055,30,85,85,3,2,0,0
10396,0,1166,29,0,0,1,553,29,332,332,31,30,1,1
10397,0,80,3,0,0,0,512,30,159,159,234,8,1,1
10398,0,2,1,0,0,0,285,30,6,6,4,1,0,1
10399,0,4,1,0,0,0,285,30,6,6,3,1,0,1
10400,234,14,1,0,3,0,360,30,70,70,63,10,0,0
10401,369,8,1,0,0,0,596,30,458,458,26,6,1,1
10402,502,66,4,0,7,27,1086,30,2187,2187,234,14,1,0
10403,20,171,5,0,9,5,328,23,46,46,14,30,1,1
10404,228,4,1,0,4,0,1189,30,520,520,55,0,0,1
10405,49,53,3,0,0,1,595,30,458,458,25,2,1,1
10406,0,4,1,0,0,0,1447,30,2704,2704,50,21,0,1
10407,90,32,2,0,0,0,538,30,841,841,96,-1,0,1
10408,19,622,431,0,0,5,532,30,841,841,95,30,1,1
10409,223,3,1,0,0,0,89,9,78,78,15,19,0,1
10410,73,29,1,0,9,0,1381,30,247,247,59,30,1,1
10411,0,3,1,0,0,10,527,30,841,841,94,30,1,1
10412,0,65,4,0,0,0,942,30,109,109,15,2,0,1
10413,0,68,3,0,2,1,1052,30,51,51,8,2,1,1
10414,153,4,1,0,0,0,699,3,4,4,7,0,1,1
10415,53,91,1,0,0,0,169,28,3,3,63,10,1,1
10416,61,2,1,0,0,1,938,17,14,14,32,30,1,1
10417,384,130,3,0,0,0,206,30,814,814,31,30,1,1
10418,0,8,2,0,0,0,350,30,12,12,10,1,1,1
10419,84,883,38,0,0,0,30,13,13,13,54,22,1,1
10420,54,60,3,0,0,0,799,18,22,22,5,30,0,1
10421,0,64,2,0,2,0,897,-1,992,992,10,30,0,1
10422,111,6,2,0,1,0,335,9,26,26,6,30,1,1
10423,583,36,2,0,5,0,1518,30,3974,3974,203,30,1,0
10424,406,261,6,0,9,20,894,30,583,583,5,-1,0,1
10425,213,421,4,-1,0,0,1538,13,100,100,91,6,1,1
10426,21,698,82,0,3,1,475,12,5,5,3,13,1,0
10427,307,8,1,0,13,4,1310,30,42,42,4,30,1,1
10428,127,87,1,0,1,1,1537,13,100,100,90,-1,0,1
10429,26,37,4,0,2,33,442,12,5,5,2,13,1,0
10430,372,10,1,0,2,0,988,30,416,416,60,30,1,0
10431,605,649,10,0,8,7,230,30,64,64,30,20,1,1
10432,216,2,1,0,3,43,957,30,249,249,17,30,0,0
10433,19,25,1,0,1,0,256,-1,1130,1130,250,0,0,0
10434,51,6,1,0,2,0,429,30,1620,1620,185,30,0,1
10435,764,1,1,0,0,0,907,5,1131,1131,28,15,1,1
10436,0,4,1,0,0,0,285,30,6,6,2,1,0,1
10437,265,60,5,0,2,5,259,30,510,510,19,22,1,1
10438,292,12,3,0,1,14,602,30,264,264,16,30,0,1
10439,0,58,5,0,0,0,596,30,65,65,69,28,1,1
10440,0,4,1,0,0,0,285,30,6,6,1,1,0,1
10441,73,14,3,0,7,28,971,30,249,249,16,14,1,0
10442,45,16,6,0,1,0,429,30,1620,1620,184,30,0,1
10443,437,15,4,0,8,0,599,30,221,221,23,16,1,1
10444,69,14,3,0,6,28,972,30,249,249,15,14,1,0
10445,21,21,2,0,8,3,562,23,19,19,88,23,1,1
10446,576,1004,18,0,0,0,190,30,37,37,13,30,1,1
10447,139,61,2,0,0,11,179,30,37,37,12,30,1,1
10448,286,36,2,0,7,1,556,12,35,35,64,30,1,1
10449,63,324,16,0,0,0,63,16,64,64,6,1,1,1
10450,461,376,6,0,11,24,788,30,282,282,295,30,1,1
10451,0,42,4,0,0,0,285,30,6,6,0,7,1,1
10452,75,328,28,0,2,16,283,30,102,102,36,30,1,1
10453,810,161,4,0,0,2,354,30,256,256,5,30,1,1
10454,0,2,1,0,0,0,41,-1,6,6,2,30,0,1
10455,60,4,1,0,2,10,888,30,302,302,21,30,1,0
10456,454,15,2,0,0,0,642,30,116,116,4,24,1,1
10457,415,339,12,0,10,9,977,30,1259,1259,15,30,1,1
10458,0,3,1,0,0,0,1416,30,4524,4524,2043,30,0,1
10459,0,101,4,0,0,0,528,7,10,10,13,23,1,1
10460,348,5,1,0,12,82,730,30,282,282,294,30,1,1
10461,304,0,0,0,3,25,974,30,249,249,14,10,0,0
10462,134,31,2,0,1,19,1519,13,100,100,88,-1,0,1
10463,59,378,3,0,4,0,264,30,46,46,65,30,1,1
10464,0,2,1,0,0,0,462,30,25,25,9,3,1,1
10465,187,10,2,0,0,10,888,30,302,302,20,30,1,1
10466,81,34,3,0,2,0,1415,30,4524,4524,2042,30,1,1
10467,170,1047,4,0,0,20,794,3,12,12,4,23,0,1
10468,254,77,1,0,2,1,215,30,238,238,61,30,0,1
10469,185,5,1,0,0,0,2083,30,2270,2270,92,25,0,1
10470,0,8,1,0,1,3,482,30,159,159,179,14,1,0
10471,13,11,1,0,0,17,917,30,33,33,35,1,1,1
10472,147,2,1,0,1,0,1359,30,16810,16810,311,13,0,0
10473,808,25,4,0,7,0,532,30,3609,3609,167,30,0,1
10474,235,56,2,0,10,0,1054,-1,18,18,9,30,0,1
10475,443,62,2,0,1,0,1225,30,3145,3145,201,30,0,1
10476,123,17,1,0,0,0,239,-1,159,159,0,30,0,1
10477,0,449,18,0,1,0,1315,30,1568,1568,67,30,1,1
10478,70,83,2,0,0,6,1622,30,2997,2997,294,19,0,0
10479,314,2,1,0,0,0,616,30,197,197,25,30,1,1
10480,280,2,1,0,1,0,943,30,2347,2347,581,30,1,1
10481,339,2,1,0,0,2,1658,7,25,25,4,30,1,1
10482,102,16,1,0,8,1,298,15,39,39,45,30,1,1
10483,16,4,1,0,0,0,1307,30,398,398,9,30,1,1
10484,65,10,1,0,1,0,2083,30,2270,2270,91,25,0,1
10485,122,2,1,0,2,0,448,25,19,19,216,10,1,1
10486,8,7,2,0,1,0,944,30,588,588,77,30,1,1
10487,16,4,1,0,0,0,1307,30,398,398,9,30,1,1
10488,686,73,2,0,1,15,557,30,108,108,32,30,1,1
10489,78,2,1,0,0,0,448,25,19,19,213,10,1,1
10490,281,1,1,0,0,0,616,30,197,197,24,30,1,1
10491,216,76,34,0,0,0,572,30,108,108,31,30,1,1
10492,0,1,1,0,1,0,669,13,4,4,3,8,1,1
10493,258,677,13,0,0,0,650,28,139,139,208,30,1,1
10494,959,9,1,0,2,1,649,28,139,139,207,30,1,1
10495,0,671,61,0,6,13,279,19,49,49,104,-1,0,1
10496,0,5,1,0,0,0,347,30,743,743,65,30,1,1
10497,183,131,6,0,4,0,1381,30,247,247,58,30,1,1
10498,693,152,3,0,2,0,1230,30,198,198,6,30,1,1
10499,0,22,2,0,5,49,500,14,7,7,17,15,0,1
10500,2902,70,6,0,6,2,377,30,540,540,104,2,1,1
10501,142,64,2,0,1,49,500,14,7,7,16,17,0,0
10502,240,20,2,0,8,1,556,12,35,35,63,30,1,1
10503,11,5,1,0,0,0,780,30,76,76,18,30,1,1
10504,427,144,1,0,0,0,591,21,54,54,16,1,1,1
10505,15,282,18,0,1,0,676,30,83,83,24,30,1,1
10506,103,33,1,0,0,0,1456,30,81,81,48,3,1,1
10507,0,67,1,0,0,0,183,30,12,12,11,30,1,1
10508,30,4,1,0,0,0,712,30,59,59,27,0,1,1
10509,54,4,1,0,1,7,268,11,3,3,5,17,1,1
10510,146,141,5,0,19,4,255,30,14,14,2,30,1,1
10511,307,283,9,0,8,6,1279,30,172,172,8,2,0,0
10512,174,502,7,0,4,335,536,17,218,218,176,30,1,0
10513,1750,6,3,0,6,20,181,30,94,94,9,27,0,1
10514,62,142,4,0,5,1,251,30,1015,1015,286,30,1,1
10515,143,20,3,0,12,14,571,30,1648,1648,145,25,0,1
10516,385,16418,437,0,0,0,1274,30,1816,1816,54,30,1,1
10517,0,62,6,0,0,0,1538,13,100,100,85,26,1,1
10518,0,13,2,0,1,0,1134,30,120,120,27,30,0,1
10519,37,2,1,0,0,0,1096,30,58,58,3,30,0,1
10520,168,5,2,0,0,0,260,30,14,14,1,30,1,1
10521,0,11,1,0,0,0,427,14,16,16,53,7,1,1
10522,0,9,1,0,3,0,225,30,606,606,11,17,1,1
10523,0,2,1,0,0,0,1416,30,4525,4525,2044,30,0,1
10524,0,53,3,0,0,0,299,30,56,56,6,30,1,1
10525,54,7,1,0,1,1,2029,30,1754,1754,83,16,1,1
10526,399,4,1,0,0,10,594,30,1200,1200,156,30,1,1
10527,96,44,2,0,11,6,1345,30,10208,10208,469,30,1,1
10528,0,3,1,0,2,8,418,30,1378,1378,59,12,0,1
10529,88,2547,50,0,10,1,853,30,242,242,46,12,1,1
10530,105,1,1,0,0,15,589,30,1200,1200,155,10,0,1
10531,0,1126,33,0,4,2,891,30,698,698,20,30,1,1
10532,0,5,1,0,1,482,180,-1,196,196,10,30,0,0
10533,263,145,2,0,0,0,1095,10,96,96,22,30,1,1
10534,27,4,2,0,0,0,601,30,310,310,18,30,1,1
10535,0,272,11,0,6,0,312,30,4,4,2,30,1,1
10536,0,6,5,0,0,0,397,30,67,67,51,30,1,1
10537,481,217,22,0,0,3,1214,30,27,27,6,30,1,1
10538,191,110,11,0,0,3,1215,30,27,27,6,30,1,1
10539,401,194,2,0,0,19,1199,30,27,27,5,2,1,1
10540,45,10,2,0,0,0,1218,30,27,27,4,30,1,1
10541,12,0,0,0,0,0,557,17,11,11,27,27,1,1
10542,42,67,2,0,1,0,336,20,39,39,12,30,0,1
10543,0,10,1,0,0,0,350,30,12,12,10,-1,0,1
10544,278,8,2,0,7,2,519,30,53,53,15,30,1,0
10545,131,58,2,0,13,0,213,30,5652,5652,527,30,1,0
10546,0,3,1,0,0,0,1416,30,4525,4525,2044,30,0,1
10547,0,9,2,0,7,13,404,30,650,650,136,1,0,1
10548,63,20,3,0,2,20,682,12,10,10,23,30,1,1
10549,0,631,12,0,5,0,388,17,45,45,4,30,1,1
10550,65,2,1,0,1,1,212,30,5652,5652,526,30,1,1
10551,220,8,1,0,0,0,1876,30,175,175,13,8,0,1
10552,0,7,1,0,0,0,1651,30,526,526,64,30,1,1
10553,0,79,1,0,0,0,1281,5,256,256,39,-1,0,1
10554,204,41,4,0,15,0,336,16,30,30,1,30,1,1
10555,48,9,2,0,0,13,1638,30,1791,1791,86,30,0,1
10556,87,111,8,0,12,2,97,30,1644,1644,26,30,0,1
10557,350,2,1,0,0,0,1189,30,520,520,55,3,0,1
10558,0,35,1,0,1,8,1621,30,2997,2997,294,17,0,1
10559,35,45,1,0,6,5,1365,30,2479,2479,577,-1,0,1
10560,400,5,1,0,1,0,827,19,739,739,5,30,1,1
10561,30,2,1,0,0,0,1289,20,106,106,10,29,1,1
10562,78,61,2,0,0,0,1876,30,175,175,12,7,0,1
10563,23,6,3,0,1,0,1370,30,2479,2479,576,-1,0,1
10564,0,6,2,0,1,11,1618,30,2997,2997,292,9,0,1
10565,0,4,1,0,3,8,418,30,1378,1378,58,12,0,1
10566,402,605,10,0,4,36,213,30,4222,4222,34,14,1,0
10567,402,605,10,0,4,36,213,30,4222,4222,34,14,1,1
10568,0,724,20,0,6,11,2048,30,3332,3332,131,30,0,1
10569,359,12,1,0,1,0,258,30,102,102,193,3,0,1
10570,0,583,8,0,7,13,237,7,3,3,7,2,0,1
10571,2,4,1,0,0,0,1795,30,49,49,52,30,1,1
10572,99,326,8,0,16,0,50,30,958,958,32,30,1,1
10573,101,4,1,0,0,39,303,26,96,96,21,3,1,1
10574,7524,1234,14,0,0,0,1212,30,24,24,379,30,1,1
10575,0,1234,14,0,1,4,1208,30,24,24,378,30,1,0
10576,13,50,1,0,0,17,917,30,33,33,34,1,1,1
10577,425,68,4,0,6,0,448,25,19,19,212,14,1,1
10578,627,140,2,0,18,0,585,30,1648,1648,145,8,0,1
10579,2813,508,13,0,17,22,382,30,73,73,177,15,1,1
10580,380,12,1,0,0,5,316,-1,7,7,2,13,0,1
10581,108,90,6,0,0,51,1018,30,157,157,27,30,1,1
10582,352,309,2,0,1,67,1178,30,1039,1039,311,30,0,1
10583,147,32,1,-1,2,104,19,-1,2470,2470,5,30,0,0
10584,78,2,1,0,1,0,844,30,1367,1367,18,29,1,1
10585,87,79,2,-1,4,111,12,-1,2470,2470,4,0,0,0
10586,302,27,2,0,3,0,60,3,6129,6129,85,30,0,1
10587,0,4,1,0,0,0,1058,30,4570,4570,495,-1,0,1
10588,31,42,7,0,26,1,49,30,958,958,29,30,1,1
10589,192,44,4,0,28,19,488,30,134,134,43,13,0,1
10590,180,165,3,0,1,0,710,30,2771,2771,270,30,1,1
10591,0,22,1,0,0,0,17,-1,3,3,2,0,0,1
10592,26,12,3,0,0,0,429,30,1621,1621,184,30,0,1
10593,631,76,10,0,15,5,952,30,715,715,145,30,1,1
10594,11,18525,1250,0,34,4,2055,30,3332,3332,130,30,0,1
10595,55,2,1,0,0,0,492,30,131,131,21,30,0,1
10596,0,23,6,0,8,0,524,30,40,40,202,30,1,1
10597,573,54,1,0,0,1,1117,30,1819,1819,31,5,1,1
10598,21,6,1,0,0,0,97,30,2,2,3,30,0,1
10599,31,2,1,0,1,0,293,19,49,49,104,3,1,1
10600,211,2,1,0,4,1,716,30,5597,5597,315,9,0,1
10601,201,21,2,0,1,0,1451,30,334,334,33,30,1,1
10602,0,8,1,0,2,0,2007,30,40,40,44,30,1,1
10603,337,31,2,0,2,0,79,8,17,17,16,30,1,1
10604,480,24,2,0,0,0,746,30,29,29,25,5,1,1
10605,20,229,7,0,6,6,242,7,25,25,8,30,1,1
10606,125,6,3,0,0,0,126,30,203,203,3,11,0,1
10607,26,0,0,0,0,0,557,17,11,11,27,27,1,1
10608,607,6,1,0,0,1,779,30,409,409,191,3,0,1
10609,0,16,1,0,0,0,823,30,30,30,3,28,1,1
10610,4,8,1,0,0,17,917,30,33,33,34,1,1,1
10611,0,1,1,0,1,0,1416,30,4525,4525,2044,30,0,1
10612,0,94,45,0,0,0,1294,30,507,507,4,30,1,1
10613,35,1637,28,0,3,0,1415,30,4525,4525,2043,30,1,1
10614,123,8,2,0,2,0,18,20,19,19,12,17,1,1
10615,0,27,4,0,0,0,438,30,266,266,56,30,1,1
10616,0,78,37,0,0,0,1294,30,507,507,3,30,1,1
10617,0,9,1,0,1,0,927,30,1719,1719,63,30,1,1
10618,45,8,2,0,0,0,1218,30,27,27,6,30,1,1
10619,166,8,2,0,0,0,1218,30,27,27,5,30,1,1
10620,108,8,2,0,0,0,1218,30,27,27,4,30,1,1
10621,202,43,1,0,3,0,33,30,837,837,58,30,1,1
10622,166,1649,9,0,0,0,699,16,49,49,29,30,1,1
10623,101,4,1,0,0,0,1331,30,288,288,88,30,1,1
10624,372,125,13,0,3,149,457,30,28,28,10,11,1,0
10625,34,2,1,0,0,0,1134,-1,3,3,7,5,0,1
10626,78,14,4,0,8,3,1552,30,1620,1620,689,9,1,1
10627,160,2,1,0,0,0,1416,30,4525,4525,2042,30,0,1
10628,0,14,1,0,0,0,333,30,176,176,188,30,1,1
10629,113,46,1,0,7,1,371,30,1509,1509,73,13,0,0
10630,163,5,1,0,1,0,1670,30,3595,3595,306,30,1,0
10631,149,79,1,0,3,0,33,30,837,837,57,30,1,1
10632,58,53,5,0,1,7,396,19,7,7,9,30,1,1
10633,4,2,1,0,0,0,1795,30,49,49,51,30,1,1
10634,275,165,13,0,0,0,397,27,38,38,22,0,0,1
10635,32,433,13,0,0,0,1415,30,4525,4525,2041,30,1,1
10636,837,31,3,0,1,0,1845,30,10487,10487,272,30,1,1
10637,12,241,5,0,7,0,213,30,5652,5652,525,30,1,1
10638,0,523,4,0,2,3,312,10,1566,1566,10,30,1,1
10639,326,30,2,0,5,23,997,30,397,397,13,1,1,1
10640,0,122,4,-1,0,0,68,1,18,18,3,13,0,1
10641,32,94,1,0,0,0,1415,30,4525,4525,2040,30,1,1
10642,0,580,4,0,0,0,1121,30,3,3,26,30,1,1
10643,719,37,2,0,2,1,89,30,77,77,41,30,1,1
10644,32,24,3,0,0,0,1415,30,4525,4525,2039,30,1,1
10645,32,5,2,0,0,0,1415,30,4525,4525,2038,30,1,1
10646,21,52,6,0,0,0,577,30,8032,8032,68,30,1,1
10647,99,5,2,0,27,43,1531,30,1659,1659,777,30,1,1
10648,160,105,1,0,5,2,1024,25,29,29,10,30,1,1
10649,24,81,2,0,0,0,1456,30,81,81,46,3,1,1
10650,198,15,1,0,0,0,934,30,33,33,33,1,1,1
10651,16,15,1,0,24,8,709,30,18162,18162,990,0,0,1
10652,138,39,2,0,1,0,364,22,15,15,13,30,1,1
10653,0,4,2,0,3,0,325,30,65,65,400,4,0,1
10654,697,510,31,0,26,8,1785,30,9479,9479,854,30,1,1
10655,0,63,11,0,1,0,1415,30,4525,4525,2038,30,1,1
10656,278,296,2,0,1,0,830,30,197,197,23,0,0,1
10657,94,3,1,0,1,0,791,16,4,4,54,30,1,1
10658,0,127,2,0,0,0,704,30,9,9,5,5,1,1
10659,14,156,2,0,0,0,547,30,513,513,13,3,1,1
10660,59,44,4,0,12,1,193,30,225,225,117,30,1,1
10661,592,150,3,0,0,1,365,30,26,26,12,30,1,1
10662,114,307,3,0,7,3,16,30,316,316,63,30,0,1
10663,425,2,1,0,1,0,1433,30,414,414,518,30,1,1
10664,206,42,1,0,8,13,678,30,346,346,26,17,0,1
10665,251,41,5,0,2,1,462,30,41,41,7,8,1,0
10666,0,5,1,0,15,27,418,30,363,363,15,16,0,1
10667,0,398,7,0,0,0,1242,30,948,948,74,0,0,0
10668,466,398,7,0,0,0,1242,30,948,948,74,0,0,0
10669,121,12,1,0,0,4,526,26,159,159,14,17,1,1
10670,239,4,1,0,0,1,690,11,10,10,7,23,1,1
10671,0,27,4,0,1,0,1158,30,175,175,130,22,0,1
10672,603,138,11,0,4,0,1200,30,424,424,23,6,0,1
10673,121,16,1,0,0,0,1305,10,40,40,7,30,1,1
10674,340,80,2,0,6,1,212,30,5652,5652,524,30,1,1
10675,223,8,1,0,1,0,187,30,108,108,8,10,1,0
10676,0,285,10,0,0,65,53,30,6,6,9,5,1,1
10677,31,482,9,0,4,3,339,30,139,139,55,30,1,1
10678,0,1013,23,0,0,0,665,25,26,26,14,30,1,1
10679,164,14,1,0,1,2,1018,30,397,397,12,1,1,1
10680,138,2,1,0,3,3,818,30,7,7,5,5,1,1
10681,300,115,2,0,25,112,20,30,193,193,19,6,1,0
10682,991,332,18,0,7,0,279,15,11,11,14,24,1,1
10683,308,4,1,0,4,7,909,29,44,44,35,13,1,1
10684,0,3,1,0,0,1,562,30,64,64,6,30,0,1
10685,198,886,59,0,71,24,721,30,1129,1129,23,30,1,1
10686,151,24,4,0,2,10,681,30,346,346,25,15,0,1
10687,187,101,2,0,10,10,707,30,18162,18162,989,2,0,1
10688,0,1,1,-1,0,0,678,15,200,200,24,30,1,1
10689,814,1,1,0,2,0,747,30,29,29,24,5,1,1
10690,216,8,2,0,1,0,740,12,213,213,7,30,1,1
10691,111,239,9,0,16,0,594,30,66,66,286,30,1,1
10692,0,4,1,0,6,20,193,30,5652,5652,523,30,0,0
10693,46,24,1,0,0,0,816,12,120,120,10,13,1,1
10694,393,269,1,0,0,0,771,30,18,18,72,30,1,1
10695,0,24,1,0,2,2,107,11,848,848,16,30,0,0
10696,229,23,2,0,3,60,153,30,5652,5652,522,10,0,0
10697,158,20,4,0,0,135,801,23,371,371,4,30,1,1
10698,1343,2,1,0,7,1,1055,30,4214,4214,631,1,0,0
10699,62,35,3,0,3,0,265,30,510,510,19,30,1,1
10700,220,254,7,0,1,0,252,30,1015,1015,285,2,1,0
10701,0,15,1,0,0,0,817,12,120,120,9,0,1,1
10702,217,40,1,0,5,1,744,30,1129,1129,22,-1,0,1
10703,196,48,1,0,23,147,66,30,5652,5652,521,30,1,1
10704,1480,456,6,0,0,0,45,30,4,4,6,30,1,1
10705,603,197,21,0,4,13,270,30,5,5,7,30,1,1
10706,3837,11,1,0,14,68,358,30,1378,1378,57,13,0,1
10707,0,5,1,0,0,0,1307,30,398,398,9,30,1,1
10708,49,252,4,0,24,21,195,30,57,57,9,4,0,1
10709,52,22,1,0,7,11,361,30,1510,1510,71,5,0,1
10710,456,41,6,0,5,0,22,23,130,130,37,30,1,1
10711,74,32,2,0,0,0,126,25,5,5,5,30,1,1
10712,128,36,4,0,0,0,594,30,66,66,285,12,1,1
10713,0,8,1,0,2,0,397,30,58,58,18,30,0,1
10714,78,1,1,0,0,0,188,30,429,429,31,22,0,1
10715,389,44,2,0,10,2,1398,30,215,215,22,30,1,0
10716,282,428,7,0,4,0,888,30,900,900,80,24,1,1
10717,107,9,2,0,7,1,1615,30,2724,2724,66,30,1,1
10718,0,5,1,0,0,0,1307,30,398,398,9,30,1,1
10719,70,31,1,0,8,15,1613,30,2997,2997,290,30,0,1
10720,0,2,1,0,7,18,768,30,20,20,23,26,0,1
10721,11,2,1,0,4,8,1117,30,20492,20492,1131,1,0,0
10722,0,16,1,0,0,0,601,30,208,208,3,0,0,1
10723,178,260,4,0,22,17,484,28,18,18,109,30,0,1
10724,342,89,4,0,7,2,1516,30,729,729,59,30,1,0
10725,233,4,1,0,3,1,647,30,2312,2312,10,30,0,1
10726,150,4,1,0,2,0,366,30,26,26,11,30,0,0
10727,124,102,2,0,0,4,1923,30,245,245,9,18,1,1
10728,111,34,1,0,0,17,588,26,364,364,75,30,1,1
10729,0,10,2,0,0,8,1920,30,245,245,8,1,0,1
10730,104,2,1,0,1,0,1158,30,175,175,130,1,0,1
10731,36,15,1,0,1,0,645,30,1310,1310,23,30,1,1
10732,139,18,3,0,0,37,1028,10,432,432,3,30,1,1
10733,0,46,6,0,0,0,208,30,146,146,2,30,1,1
10734,32,94,8,0,2,264,635,30,302,302,15,30,1,1
10735,1023,33,3,0,7,0,994,30,2687,2687,75,30,1,1
10736,178,21,4,0,6,10,1544,30,1620,1620,688,12,1,1
10737,0,6,1,0,0,0,140,10,4,4,9,-1,0,1
10738,172,7,1,0,0,0,46,30,4,4,6,30,1,1
10739,8,2,1,0,1,1,1199,30,297,297,18,1,0,0
10740,32,4,2,0,1,0,50,30,959,959,29,30,0,1
10741,122,32,1,0,0,0,531,30,49,49,76,23,1,1
10742,10,4,1,0,1,1,1199,30,297,297,17,1,0,0
10743,22,2,1,0,1,3,1197,30,297,297,16,5,0,0
10744,458,32,2,0,3,1,1031,30,2813,2813,140,2,0,1
10745,0,4,2,0,0,0,140,10,4,4,9,-1,0,1
10746,0,2,1,0,1,0,1200,30,297,297,15,3,0,0
10747,24,2,1,0,0,0,103,30,145,145,369,30,1,1
